Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
confirm_ach_tasks_pers_3,auditory_ch_task_pers,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_ach_task_short_psychedelic4] <> """" or [task_data_ach_retrieved_4_pers] <> """") and ([random_rpt]='2' or [random_rpt]='5' or [random_rpt]='8' or [random_rpt]='11' or [random_rpt]='19' or [random_rpt]='21')",y,,,,,
confirm_ach_tasks_pers_4,auditory_ch_task_pers,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_ach_task_short_psychedelic5] <> """" or [task_data_ach_retrieved_5_pers] <> """") and ([random_rpt]='1' or [random_rpt]='3' or [random_rpt]='7' or [random_rpt]='9' or [random_rpt]='13' or [random_rpt]='15')",y,,,,,
headphones_recheck_spacejunk_pers,space_junk_pers,,yesno,"<div class=""rich-text-field-label""><p>Are you using the same headphones as you were before?</p></div>",,,,,,,,y,,,,,
headphones_type_spacejunk_pers,space_junk_pers,,notes,"<div class=""rich-text-field-label""><p>What model or type of headphones are you using now?</p></div>",,,,,,,[headphones_recheck_spacejunk_pers]='0',y,,,,,
monitor_recheck_spacejunk_pers,space_junk_pers,,yesno,"<div class=""rich-text-field-label""><p>Are you using the same monitor or laptop you were using before?</p></div>",,,,,,,,y,,,,,
monitor_type_spacejunk_pers,space_junk_pers,,notes,"<div class=""rich-text-field-label""><p>What type of monitor or laptop are you using now?</p></div>",,,,,,,[monitor_recheck_spacejunk_pers]='0',y,,,,,
fullscreen_pers_c30af0,space_junk_pers,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Make sure your window is set to </span><span style=""text-decoration: underline;"">full-screen</span><br /><br /><span style=""font-weight: normal;"">Is your window set to</span> <span style=""text-decoration: underline;"">full screen</span><span style=""font-weight: normal;"">? </span></p></div>",,,,,,,,y,,,,,
bonus_space_pers,space_junk_pers,,descriptive,Keep up the attention for this next one: the top 20% of players get an extra $2 after the study is completed! :),,,,,,,,,,,,,
spacejunk_task_pers,space_junk_pers,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/spacejunk_2/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Space Junk Collection Game</a> (~15 minutes) - [task_data_spacejunk_2_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='10' or [random_rpt]='12' or [random_rpt]='16' or [random_rpt]='18' or [random_rpt]='22' or [random_rpt]='24'),,,,,,
spacejunk_task_pers_2,space_junk_pers,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/spacejunk_3/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Space Junk Collection Game</a> (~15 minutes)- [task_data_spacejunk_3_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='4' or [random_rpt]='6' or [random_rpt]='14' or [random_rpt]='17' or [random_rpt]='20' or [random_rpt]='23'),,,,,,
spacejunk_task_pers_3,space_junk_pers,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/spacejunk_4/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Space Junk Collection Game</a> (~15 minutes)- [task_data_spacejunk_4_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='2' or [random_rpt]='5' or [random_rpt]='8' or [random_rpt]='11' or [random_rpt]='19' or [random_rpt]='21'),,,,,,
spacejunk_task_pers_4,space_junk_pers,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 14pt;"">Now you're ready for the game!</span></p> <p style=""text-align: center;"">Remember to keep your headphones in, volume at 100% and screen brightness at 100%!</p> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""font-size: 18pt;""><a href=""https://powerslab.research.yale.edu/spacejunk_5/#/?id=[encrypted_metadata_uri]&survey_url=[survey-url]"">Space Junk Collection Game</a> (~15 minutes)- [task_data_spacejunk_5_complete]</span></p> <p style=""text-align: center;""> </p></div>",,,,,,,([random_rpt]='1' or [random_rpt]='3' or [random_rpt]='7' or [random_rpt]='9' or [random_rpt]='13' or [random_rpt]='15'),,,,,,
task_nosave_yn_spacejunk_pers,space_junk_pers,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Have you </span>completed<span style=""font-weight: normal;""> the ""<span style=""text-decoration: underline;"">Space Junk Collection</span>"" Game today but the</span> game failed to save <span style=""font-weight: normal;"">and so</span> you downloaded the data file from the clickable link<span style=""font-weight: normal;"">?</span></p></div>",,,,,,,,,,,,,
tdlbl_150,space_junk_pers,,descriptive,task_data_spacejunk_retrieved_2_pers,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_spacejunk_retrieved_2_pers,space_junk_pers,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you got the task data downloaded, open </span><em>users.json</em><span style=""font-weight: normal;"">, copy ALL of it (we recommend control or command + A before copying), </span>pspan></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(sessionStorage.getItem('spacejunktaskData'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_yn_spacejunk_pers]='1' and ([random_rpt]='10' or [random_rpt]='12' or [random_rpt]='16' or [random_rpt]='18' or [random_rpt]='22' or [random_rpt]='24'),,LH,,,,
tdlbl_151,space_junk_pers,,descriptive,task_data_spacejunk_retrieved_3_pers,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_spacejunk_retrieved_3_pers,space_junk_pers,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you got the task data downloaded, open </span><em>users.json</em><span style=""font-weight: normal;"">, copy ALL of it (we recommend control or command + A before copying), </span>pspan></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(sessionStorage.getItem('spacejunktaskData'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_yn_spacejunk_pers]='1' and ([random_rpt]='4' or [random_rpt]='6' or [random_rpt]='14' or [random_rpt]='17' or [random_rpt]='20' or [random_rpt]='23'),,LV,,,,
tdlbl_152,space_junk_pers,,descriptive,task_data_spacejunk_retrieved_4_pers,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_spacejunk_retrieved_4_pers,space_junk_pers,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you got the task data downloaded, open </span><em>users.json</em><span style=""font-weight: normal;"">, copy ALL of it (we recommend control or command + A before copying), </span>pspan></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(sessionStorage.getItem('spacejunktaskData'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_yn_spacejunk_pers]='1' and ([random_rpt]='2' or [random_rpt]='5' or [random_rpt]='8' or [random_rpt]='11' or [random_rpt]='19' or [random_rpt]='21'),,LH,,,,
tdlbl_153,space_junk_pers,,descriptive,task_data_spacejunk_retrieved_5_pers,,,,,,,,,,,,, @HIDDEN-SURVEY
task_data_spacejunk_retrieved_5_pers,space_junk_pers,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you got the task data downloaded, open </span><em>users.json</em><span style=""font-weight: normal;"">, copy ALL of it (we recommend control or command + A before copying), </span>pspan></li> <li><span style=""font-weight: normal;"">Select the ""</span>console<span style=""font-weight: normal;"">"" tab from the top of the little box that pops up</span></li> <li><span style=""font-weight: normal;"">Type (at the bottom of the box -- your cursor should already be there) </span>console.log(sessionStorage.getItem('spacejunktaskData'))<span style=""font-weight: normal;""> and</span> press enter<span style=""font-weight: normal;""> -- <em>Note: if you are trying to copy and paste this into the console you will need to type ""</em></span><em>allow pasting<span style=""font-weight: normal;"">"" and hit enter before doing so! </span></em></li> <li><span style=""font-weight: normal;"">If you see a bunch of test saying 'survey_url', 'response', 'encrypted_metadata' then success! This is your data. If not -- sorry :( you probably lost connection during the game and need to play again. </span></li> <li><span style=""font-weight: normal;"">If you </span>do<span style=""font-weight: normal;""> have the data, just copy it (you can click and drag but better is to hit the little </span>copy button<span style=""font-weight: normal;""> that should be at the end)</span></li> <li><span style=""font-weight: normal;"">Then paste the </span><span style=""text-decoration: underline;"">entire</span><span style=""font-weight: normal;""> blob of text into the </span>box below<span style=""font-weight: normal;"">!</span></li> </ol></div>",,,,,,,[task_nosave_yn_spacejunk_pers]='1' and ([random_rpt]='1' or [random_rpt]='3' or [random_rpt]='7' or [random_rpt]='9' or [random_rpt]='13' or [random_rpt]='15'),,LH,,,,
incomplete_trials_spacejunk4_pers_2,space_junk_pers,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_spacejunk_2] = """" and [task_data_spacejunk_retrieved_2_pers]="""") and ([random_rpt]='10' or [random_rpt]='12' or [random_rpt]='16' or [random_rpt]='18' or [random_rpt]='22' or [random_rpt]='24')",y,,,,, @READONLY
incomplete_trials_spacejunk4_pers_3,space_junk_pers,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_spacejunk_3] = """" and [task_data_spacejunk_retrieved_3_pers]="""") and ([random_rpt]='4' or [random_rpt]='6' or [random_rpt]='14' or [random_rpt]='17' or [random_rpt]='20' or [random_rpt]='23')",y,,,,, @READONLY
incomplete_trials_spacejunk4_pers_4,space_junk_pers,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_spacejunk_4] = """" and [task_data_spacejunk_retrieved_4_pers]="""") and ([random_rpt]='2' or [random_rpt]='5' or [random_rpt]='8' or [random_rpt]='11' or [random_rpt]='19' or [random_rpt]='21')",y,,,,, @READONLY
incomplete_trials_spacejunk4_pers_5,space_junk_pers,,checkbox,"Not all tasks are complete. In order to proceed, please complete the remaining tasks. If you have completed the tasks, then refresh this page.","1, Checkbox disabled until all tasks are complete. Refresh the page to update.",,,,,,"([task_data_spacejunk_5] = """" and [task_data_spacejunk_retrieved_5_pers]="""") and ([random_rpt]='1' or [random_rpt]='3' or [random_rpt]='7' or [random_rpt]='9' or [random_rpt]='13' or [random_rpt]='15')",y,,,,, @READONLY
notsaving_spacejunk_pers,space_junk_pers,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">If you have </span>completed the tasks<span style=""font-weight: normal;"">, and</span> refreshed this page<span style=""font-weight: normal;"">, and attempted the </span>troubleshooting above<span style=""font-weight: normal;"">, </span><span style=""font-weight: normal;"">but are </span>still unable to proceed<span style=""font-weight: normal;"">, please email </span>maximillian.greenwald@yale.edu<span style=""font-weight: normal;""> with the subject line ""</span>data not saving: <span style=""text-decoration: underline;"">[record_id]</span><span style=""font-weight: normal;"">"" and include in the body of the email which </span>game you are on <span style=""font-weight: normal;"">and the </span>date and time<span style=""font-weight: normal;""> you completed the game.</span></p></div>",,,,,,,,,,,,,
confirm_spacejunk_tasks_pers,space_junk_pers,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_spacejunk_2] <> """" or [task_data_spacejunk_retrieved_2_pers] <> """") and ([random_rpt]='10' or [random_rpt]='12' or [random_rpt]='16' or [random_rpt]='18' or [random_rpt]='22' or [random_rpt]='24')",y,,,,,
confirm_spacejunk_tasks_pers_2,space_junk_pers,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_spacejunk_3] <> """" or [task_data_spacejunk_retrieved_3_pers] <> """") and ([random_rpt]='4' or [random_rpt]='6' or [random_rpt]='14' or [random_rpt]='17' or [random_rpt]='20' or [random_rpt]='23')",y,,,,,
confirm_spacejunk_tasks_pers_3,space_junk_pers,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_spacejunk_4] <> """" or [task_data_spacejunk_retrieved_4_pers] <> """") and ([random_rpt]='2' or [random_rpt]='5' or [random_rpt]='8' or [random_rpt]='11' or [random_rpt]='19' or [random_rpt]='21')",y,,,,,
confirm_spacejunk_tasks_pers_4,space_junk_pers,,checkbox,"<div class=""rich-text-field-label""><p>Congratulations! You have completed the game.</p> <p><span style=""font-weight: normal;"">Take a break now if you need one! You can take as long of a break as you need, as long as the games are completed within 24 hours. </span>Just click ""Save and Return Later"" at the bottom and input your email address when prompted to receive your return link. <span style=""font-weight: normal;"">Click the return link in your email inbox when you're ready to continue. </span></p> <p>If you're not going to take a break, <em>click the box</em> so you can proceed to the next game!</p></div>","1, Click to proceed",,,,,,"([task_data_spacejunk_5] <> """" or [task_data_spacejunk_retrieved_5_pers] <> """") and ([random_rpt]='1' or [random_rpt]='3' or [random_rpt]='7' or [random_rpt]='9' or [random_rpt]='13' or [random_rpt]='15')",y,,,,,
timestamp_pers_post,persisting_postsurvey,Post-Task Questions,text,,,,datetime_seconds_mdy,,,,,y,,,,, @NOW @HIDDEN-SURVEY
time_exceed_pers,persisting_postsurvey,,calc,"This returns ""1"" if participants open  the post -survey more than 24 hours after the pre-survey","if(datediff([timestamp_pers_pre],[timestamp_pers_post],'h')>24,1,0)",,,,,,,,,,,, @HIDDEN-SURVEY
persisting_days,persisting_postsurvey,,calc,Returns the number of days between the end of the subacute timepoint and the presurvey for the persisting timepoint,"datediff([timestamp_acu_post],[timestamp_pers_post],'d')",,,,,,,,,,,, @HIDDEN-SURVEY
qc_textbox_pers,persisting_postsurvey,,descriptive,"<div class=""rich-text-field-label""><p>The following questions will not affect your pay and are solely intended to assess the quality of collected data.</p></div>",,,,,,,,,,,,,
browser_pers,persisting_postsurvey,,radio,What browser did you use today?,"1, Google Chrome|2, Safari|3, Mozilla Firefox|4, Microsoft Edge|5, Internet Explorer",,,,,,,y,,,,,
otherdrugyn_pers_post,persisting_postsurvey,,yesno,Did you use any psychoactive drugs besides psychedelics today? ,,,,,,,,y,,,,,
otherdrug_pers_post,persisting_postsurvey,,notes,"Please type any psychoactive drugs you used today -- please add notes about when you used it and how much. 
Write ""NA"" if you didn't use any psychoactive drugs",,,,,,,[otherdrugyn_pers_post] = '1',y,,,,,
concerns_pers_post,persisting_postsurvey,,notes,Is there anything you think we should know about your data? Do you have any concerns about how you completed the task?,,,,,,,,y,,,,,
strategy_pers,persisting_postsurvey,,notes,"Did you use any specific strategy(ies) when playing the Lucky Picture Picking or Space Junk Games??
If so please briefly describe here.
Otherwise write ""NA""",,,,,,,,y,,,,,
honesty_qc_pers,persisting_postsurvey,,dropdown,"<div class=""rich-text-field-label""><p>I answered the questions truthfully.</p></div>","1, strongly disagree|2, disagree|3, neither agree nor disagree|4, agree|5, strongly agree",,,,,,,y,,,,,
attentionq_qc_pers,persisting_postsurvey,,dropdown,"<div class=""rich-text-field-label""><p>I paid close attention to the questions.</p></div>","1, strongly disagree|2, disagree|3, neither agree nor disagree|4, agree|5, strongly agree",,,,,,,y,,,,,
effort_qc_pers,persisting_postsurvey,,dropdown,"<div class=""rich-text-field-label""><p>I did the best I could on the tasks.</p></div>","1, strongly disagree|2, disagree|3, neither agree nor disagree|4, agree|5, strongly agree",,,,,,,y,,,,,
distraction_qc_pers,persisting_postsurvey,,dropdown,"<div class=""rich-text-field-label""><p>I was not distracted by my phone or other things during the surveys and tasks.</p></div>","1, strongly disagree|2, disagree|3, neither agree nor disagree|4, agree|5, strongly agree",,,,,,,y,,,,,
ch_exit1a_pers,persisting_postsurvey,,notes,"Please describe any issues you ran into while doing the tasks (eg. distracting background noises, getting sleepy, technical issues, getting distracted, etc.). 
Please mention which tasks this was a problem for and for how much of the task you were affected. ",,,,,,,,,LV,,,,
surveyend_pers_post,persisting_postsurvey,,checkbox,"Thank you so much for doing research into psychedelics' mechanism and effects!  If you have done these tasks while under the influence of a psychedelic, then you have completed our study and aided the noble goal of science! If not, you still have an opportunity for additional compensation and data to help us (assuming you plan to take another psychedelic) :)","1, I am the best!",,,,,,,y,,,,,
timestamp_finish,persisting_postsurvey,,text,,,,date_mdy,,,,,,,,,, @HIDDEN-SURVEY @TODAY
timepoints_completed,persisting_postsurvey,,calc,Returns the number of timepoints they completed,"if(([browser_hyp]<>"""" and [browser_acu]<>"""" and [browser_sub]<>"""" and [browser_pers]<>""""),240,180)",,,,,,,,,,,, @HIDDEN-SURVEY
payment_url,payment_form,Payment Screening Psychedelics -- Baseline Payment Method: [payment_pref] Date of Completion: [timestamp_validity_2] Amount: $40  Participant: [record_id] Email: [replay_email],text,Instrument URL,,,,,,,,,,,,, @CALCTEXT([form-url:instrument]) @HIDDEN-SURVEY
paytype,payment_form,,text,What form of payment is requested? ,,,,,,,,,,,,, @CALCTEXT([payment_pref]) @HIDDEN-SURVEY
employee_name,payment_form,,text,Name of the yale employee dispensing payment? ,,,,,,,,,,,,,
pay_total,payment_form,,text,Grand Total Recieved: $,,,,,,,,,,,,," @CALCTEXT(""40"")"
pay_activity,payment_form,,text,What was completed today?,,,,,,,,,,,,," @CALCTEXT(""Completion of Aim 7; baseline tasks"")"
pay_total_2,payment_form,,text,Participant ID,,,,,,,,,,,,, @CALCTEXT([record_id])
pay_day_ofweek,payment_form,,radio,Please select the day ,"1, Monday|2, Tuesday|3, Wednesday|4, Thursday|5, Friday|6, Saturday|7, Sunday",,,,,,,,,,,,
visa_address,payment_form,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Shipping Address: </span>[payment_address_bl]</p></div>",,,,,,,[payment_pref]='1',,,,,,
amazon_email,payment_form,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Amazon Gift Card email: </span>[email_rpt]</p></div>",,,,,,,[payment_pref]='2',,,,,,
date_finished,payment_form,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">What day did they </span>fully finish the study<span style=""font-weight: normal;"">? </span><br><span style=""font-weight: normal;"">(this will be later than validity checks if they had to replay or re-answer anything. Check the QC script which will calculate the latest date for you)</span></p></div>",,,date_mdy,,,,,,,,,, @DEFAULT=CALCTEXT([datedone_validity_checks])
qc_passed,payment_form,,yesno,"<div class=""rich-text-field-label""><p>Quality Check passed?</p> <p><em><span style=""font-weight: normal;"">Download the data</span></em></p> <p><em><span style=""font-weight: normal;"">go to:</span></em></p> <p><em>/Users/msg74/Desktop/powers_lab/Analysis/Aim1_Baseline/quickQC_baseline.ipynb</em><em><span style=""font-weight: normal;""> </span></em></p> <p><em><span style=""font-weight: normal;"">Replace the csv name with the new date and time of download</span></em></p> <p><em><span style=""font-weight: normal;"">and check whether to pay</span></em><span style=""font-weight: normal;"">.</span></p></div>",,,,,,,,y,LH,,,,
verify_emailed,payment_form,,yesno,Has this person been sent a verification email if their psychedelic data requires verification?,,,,,,,,,,,,,
rpt_invite_yn,payment_form,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Has an email been sent to </span>[interested_spstudy] <span style=""font-weight: normal;"">inviting them to <a href=""https://redcap.research.yale.edu/redcap_v14.5.25/Surveys/invite_participants.php?participant_list=1&pid=606"">the longitudinal study</a>?</span></p> <p><span style=""font-weight: normal;"">Subject line: </span>Powers Lab @ Yale Online Research: Invitation to Longitudinal Study</p></div>",,,,,,,[qc_passed]='1',y,,,,,
qc_instructions,payment_form,,descriptive,"<div class=""rich-text-field-label""><p>If they have failed the QC, click the relevant record ID Consent form and delete the JSON string for that task (copy and <a href=""https://docs.google.com/spreadsheets/d/17QAGLx2Ug329ccTmPJDbUMfkLdMvJ31qhpKwmjavD-Y/edit?usp=sharing"">paste it into this file</a>) <br><br></p></div>",,,,,,,[qc_passed]='0',,,,,,
qc_bad_data,payment_form,,yesno,"<div class=""rich-text-field-label""><p>Did they fail the major QC suggesting repeat survey taking and need their data deleted?</p></div>",,,,,,,[qc_passed]='0',,,,,,
payment_link,payment_form,,yesno,"<div class=""rich-text-field-label""><p>Upload payment to: the <a href=""https://yaleedu-my.sharepoint.com/:x:/r/personal/silmilly_toribio_yale_edu/_layouts/15/Doc.aspx?sourcedoc=%7B989CA093-98FB-412F-A0BA-F99D26B72AAF%7D&file=Participant%20Payment%20Request%20Psychedelics%20MSG.xlsx&action=default&mobileredirect=true&wdsle=0"">sharepoint</a><br><br></p> <p><span style=""font-weight: normal;"">For the following fields:</span></p> <p>Yale Researcher Making Payment =<span style=""font-weight: normal;""> Similly Toribio</span></p> <p>Type of Participation or Assessment Point = <span style=""font-weight: normal;"">Completion of Aim 7; baseline tasks</span></p> <p>Amount<span style=""font-weight: normal;""> = $60</span></p> <p><span style=""font-weight: normal;"">Leave </span>Date of payment<span style=""font-weight: normal;""> blank!</span></p></div>",,,,,,,[qc_passed]='1',y,LV,,,,
salvage_yn,payment_form,,yesno,"<div class=""rich-text-field-label""><p>If they never finished but have SOME data -- do they otherwise pass QC?</p></div>",,,,,,,,,,,,,
scree_paid_bl,payment_form,,radio,Payment Sent to Participant?,"1, Yes|0, No",,,,,,[qc_passed]='1',,,,,,
scree_payment_date_bl,payment_form,,text,Date of Payment,,,date_mdy,,,,[qc_passed]='1',,,,,,
scree_payment_number_bl,payment_form,,text,Receipt number,,,,,,,[qc_passed]='1',,,,,,
qc_notes,payment_form,,notes,Any additional notes on QC for this participant?,,,,,,,,,,,,,
spacejunk_yn,payment_form,,yesno,Completed space junk add on game? ,,,,,,,,,,,,,
space_junkqc,payment_form,,yesno,Passed space junk QC? ,,,,,,,[spacejunk_yn]='1',,,,,,
